1;78;15
2;83;91
3;63;71
4;51;89
5;104;64
6;151;75
7;175;91
8;122;63
9;168;17
10;158;35
11;169;18
12;270;30
13;393;12
14;421;67
15;551;40
16;528;77
17;533;3
18;512;51
19;501;89
20;506;60
21;665;59
22;709;20
23;818;47
24;891;8
25;953;95
26;29;154
27;1;135
28;109;152
29;159;193
30;176;135
31;173;115
32;113;102
33;159;182
34;100;159
35;141;144
36;110;134
37;183;163
38;162;101
39;120;119
40;115;144
41;184;100
42;196;132
43;186;114
44;164;152
45;190;172
46;135;158
47;170;145
48;122;159
49;110;197
50;101;183
51;101;148
52;181;135
53;106;152
54;107;164
55;125;134
56;137;125
57;149;159
58;138;196
59;151;125
60;191;117
61;185;170
62;119;103
63;104;171
64;125;183
65;123;148
66;121;154
67;117;110
68;105;120
69;171;129
70;164;178
71;173;118
72;176;145
73;177;179
74;127;155
75;162;135
76;157;147
77;155;106
78;281;182
79;387;117
80;388;175
81;305;184
82;471;159
83;566;179
84;671;107
85;653;131
86;683;176
87;754;124
88;778;122
89;876;146
90;955;140
91;934;121
92;27;217
93;81;296
94;163;218
95;163;219
96;285;210
97;267;246
98;272;239
99;292;210
100;254;235
