9;7;10;4.41113
9;3;10;4.71731
9;8;10;1.08601
9;5;10;5.03229
9;6;10;1.68772
9;2;10;9.53993
9;1;10;22.1744
9;4;10;1.67315
10;6;10;2.47917
10;9;10;3.82364
10;5;10;1.37532
10;4;10;5.39838
10;7;10;2.83117
10;8;10;4.90963
10;3;10;8.0568
10;2;10;12.4608
11;6;10;2.26922
11;8;10;2.57688
11;10;10;4.63162
11;3;10;6.42698
11;1;10;23.8258
11;7;10;6.29544
11;2;10;11.3412
11;5;10;5.37235
12;10;10;3.62773
12;2;10;9.1143
12;7;10;3.61113
12;5;10;4.95295
12;9;10;0.985003
12;4;10;1.86915
12;8;10;1.68903
12;6;10;2.09483
13;9;10;0.943462
13;7;10;3.47163
13;12;10;0.60411
13;1;10;22.3718
13;11;10;3.0782
13;6;10;1.52129
13;10;10;3.0955
13;3;10;5.06315
14;8;10;4.77451
14;11;10;5.9498
14;10;10;2.96103
14;9;10;3.93832
14;4;10;4.81165
14;3;10;6.46289
14;13;10;3.01391
14;7;10;0.615062
15;3;10;3.34164
15;7;10;6.8181
15;4;10;1.47373
15;6;10;4.21982
15;8;10;1.62867
15;14;10;6.26177
15;13;10;3.55836
15;9;10;2.70907
16;5;10;3.54521
16;14;10;0.835909
16;12;10;3.62957
16;7;10;0.34017
16;10;10;2.52189
16;8;10;5.30734
16;15;10;6.85716
16;9;10;4.3777
17;9;10;4.16461
17;7;10;2.35771
17;11;10;5.18904
17;4;10;5.66156
17;6;10;2.97826
17;15;10;6.87174
17;12;10;3.82829
17;8;10;5.24364
18;13;10;3.28523
18;10;10;5.00035
18;17;10;5.54961
18;5;10;5.75937
18;3;10;6.29544
18;11;10;0.388999
18;4;10;3.31288
18;9;10;2.53596
19;2;10;12.0898
19;12;10;3.70962
19;17;10;4.80379
19;15;10;4.20079
19;18;10;1.20268
19;1;10;24.6193
19;6;10;2.12017
19;9;10;2.83824
20;3;10;8.95171
20;18;10;3.36751
20;4;10;5.82277
20;14;10;6.0411
20;10;10;3.43425
20;12;10;4.85539
20;1;10;26.4325
20;9;10;4.27431
21;10;10;1.76127
21;6;10;0.718519
21;17;10;2.26529
21;12;10;2.35865
21;15;10;4.86089
21;13;10;1.75494
21;5;10;2.83196
21;9;10;2.22065
22;16;10;4.36702
22;7;10;4.6818
22;20;10;2.06917
22;11;10;4.40507
22;8;10;5.61181
22;17;10;2.36619
22;19;10;3.70061
22;6;10;2.92397
23;19;10;2.2106
23;9;10;1.62319
23;15;10;2.00694
23;16;10;5.9468
23;10;10;4.98385
23;12;10;2.57515
23;22;10;5.24661
23;20;10;4.24086
24;20;10;5.98671
24;11;10;3.20291
24;8;10;1.18027
24;5;10;7.27996
24;23;10;1.80248
24;15;10;0.485677
24;7;10;6.33245
24;14;10;5.77634
25;19;10;3.41997
25;18;10;3.87452
25;21;10;0.849116
25;23;10;3.54646
25;7;10;2.78761
25;15;10;4.91008
25;12;10;1.97001
25;14;10;2.55345
26;8;10;3.08037
26;5;10;3.46714
26;14;10;4.46228
26;10;10;2.69837
26;12;10;2.76758
26;17;10;3.27505
26;16;10;4.49755
26;21;10;1.11831
27;12;10;0.825192
27;19;10;3.462
27;2;10;8.87306
27;15;10;2.41828
27;17;10;4.53255
27;11;10;2.94898
27;25;10;2.59838
27;20;10;4.94396
28;9;10;1.26579
28;15;10;2.57774
28;22;10;5.59951
28;14;10;3.69338
28;6;10;2.80511
28;20;10;5.5033
28;8;10;1.28844
28;24;10;2.09483
29;25;10;3.6988
29;26;10;2.05514
29;19;10;0.869829
29;4;10;3.48251
29;13;10;3.22714
29;6;10;2.40536
29;15;10;3.4128
29;9;10;2.54909
30;28;10;2.30425
30;21;10;4.15605
30;24;10;4.23666
30;25;10;3.41541
30;8;10;3.5926
30;7;10;2.99019
30;2;10;7.89018
30;27;10;2.83824
31;19;10;3.67163
31;27;10;1.68772
31;22;10;6.38564
31;13;10;2.80591
31;21;10;4.11083
31;29;10;2.95426
31;2;10;8.47909
31;11;10;2.87562
32;22;10;1.61219
32;10;10;2.57688
32;9;10;3.55836
32;17;10;3.20916
32;29;10;2.89644
32;18;10;3.22023
32;13;10;3.44396
32;25;10;2.66601
33;18;10;6.19424
33;27;10;3.60805
33;11;10;5.96884
33;12;10;2.83039
33;16;10;1.61219
33;23;10;5.39096
33;7;10;1.35083
33;6;10;3.99052
34;1;10;20.8418
34;4;10;4.41566
34;23;10;5.74815
34;12;10;3.19247
34;10;10;4.5663
34;27;10;3.86071
34;26;10;5.43495
34;15;10;5.87414
35;21;10;1.54739
35;22;10;2.67933
35;12;10;2.83667
35;26;10;2.65597
35;24;10;5.44435
35;18;10;4.80749
35;10;10;0.936359
35;31;10;5.14381
36;6;10;0.955182
36;18;10;2.91406
36;33;10;3.31221
36;13;10;0.569995
36;22;10;3.71321
36;27;10;1.49174
36;17;10;3.1827
36;26;10;1.64769
37;11;10;4.08749
37;12;10;4.07822
37;31;10;5.81742
37;34;10;5.63279
37;10;10;1.2265
37;3;10;8.54471
37;35;10;1.97114
37;32;10;1.53584
38;21;10;3.50099
38;16;10;6.16074
38;25;10;3.79736
38;17;10;5.70346
38;23;10;0.283039
38;37;10;5.05303
38;5;10;6.27242
38;26;10;2.88104
39;9;10;1.20268
39;20;10;3.14188
39;12;10;2.04211
39;7;10;4.88099
39;6;10;1.04422
39;33;10;4.535
39;5;10;4.51139
39;14;10;4.51779
40;31;10;5.48508
40;13;10;2.76436
40;9;10;3.70782
40;32;10;4.43828
40;18;10;5.81283
40;35;10;1.4692
40;24;10;5.72371
40;7;10;0.780854
41;37;10;2.90871
41;20;10;3.16095
41;15;10;3.64731
41;26;10;1.06949
41;12;10;1.73453
41;24;10;3.25733
41;9;10;1.15164
41;5;10;4.05798
42;38;10;2.99019
42;18;10;2.64338
42;24;10;4.10866
42;3;10;6.71285
42;26;10;0.481073
42;4;10;3.67102
42;37;10;2.07776
42;35;10;2.21764
43;5;10;5.77288
43;23;10;0.471731
43;6;10;2.36619
43;39;10;1.32924
43;15;10;2.44664
43;36;10;2.40259
43;12;10;2.80511
43;16;10;6.00564
44;6;10;2.44664
44;27;10;4.2717
44;4;10;5.40744
44;30;10;4.74084
44;39;10;3.49081
44;14;10;3.04842
44;10;10;0.0943462
44;12;10;3.64975
45;19;10;3.44396
45;31;10;0.718519
45;17;10;5.41813
45;4;10;0.632893
45;41;10;2.32731
45;28;10;1.29533
45;22;10;5.81971
45;11;10;2.74254
46;45;10;2.15142
46;20;10;4.30698
46;38;10;2.80273
46;14;10;2.94747
46;27;10;1.23012
46;35;10;2.31581
46;33;10;2.84997
46;26;10;2.24258
47;30;10;6.0888
47;28;10;5.46435
47;16;10;4.08912
47;12;10;4.62825
47;20;10;2.28388
47;4;10;6.17589
47;17;10;2.08418
47;6;10;2.84997
48;18;10;4.98162
48;22;10;3.54646
48;41;10;2.68928
48;46;10;1.98351
48;34;10;2.80591
48;45;10;4.11894
48;32;10;3.68434
48;17;10;1.68772
49;20;10;2.46837
49;43;10;1.3737
49;23;10;1.7726
49;47;10;3.70061
49;34;10;6.07416
49;42;10;1.53439
49;17;10;4.42774
49;29;10;0.89006
50;10;10;2.46928
50;45;10;2.66851
50;31;10;3.36751
50;44;10;2.48186
50;20;10;3.88999
50;47;10;3.43036
50;36;10;0.533703
50;38;10;3.12697
1;14;10;22.5766
1;25;10;23.5913
1;32;10;25.7263
1;21;10;24.1235
1;46;10;22.3779
1;28;10;20.9992
1;49;10;24.0834
1;42;10;24.1365
2;33;10;9.41691
2;44;10;12.5111
2;42;10;11.487
2;46;10;9.72498
2;17;10;12.4168
2;38;10;9.77405
2;21;10;11.4709
2;28;10;8.3487
3;23;10;5.02432
3;46;10;5.08464
3;31;10;3.57583
3;28;10;3.62957
3;36;10;5.51784
3;16;10;7.26711
3;25;10;6.43009
3;24;10;3.29132
4;48;10;4.23718
4;49;10;3.48507
4;16;10;5.43986
4;13;10;2.31196
4;38;10;1.96208
4;43;10;2.47917
4;33;10;4.38735
4;39;10;2.68182
5;48;10;3.14684
5;33;10;4.83288
