 topology_rogers_ca.sdnController (#0 - Scenario1VicVan-0-20180714-13:52:40-22352),
4999.478,49.99399999999999955
5001.582,50.0150000000000004
5005.164,50.05100000000000175
5006.453,50.0639999999999928
5013.96,50.1389999999999956
5017.114,50.17099999999999205
5023.192,50.2309999999999944
5026.829,50.2680000000000005
5030.079,50.2999999999999969
5035.781,50.35699999999999925
5036.165,50.36099999999998985
5040.551,50.40500000000000095
5046.894,50.46800000000000335
5056.778,50.56699999999999295
5066.367,50.66299999999999655
5067.387,50.67300000000000165
5073.915,50.7389999999999899
5076.004,50.7599999999999908
5082.355,50.82299999999999315
5083.968,50.8389999999999985
5093.921,50.9389999999999928
5100.452,51.00399999999999045
5106.271,51.06199999999999735
5108.804,51.08799999999999365
5112.948,51.12899999999999045
5117.611,51.17600000000000175
5122.358,51.2229999999999988
5124.802,51.24799999999999025
5131.037,51.3100000000000021
5132.627,51.32599999999999325
5136.007,51.35999999999999925
5137.111,51.3709999999999949
5143.859,51.4380000000000022
5150.422,51.50399999999999045
5153.594,51.5349999999999963
5154.976,51.5489999999999922
5162.759,51.62699999999999515
5164.725,51.64699999999999115
5174.221,51.74199999999999005
5177.908,51.77899999999999615
5184.533,51.84499999999999875
5192.743,51.92699999999999235
5192.879,51.92799999999999705
5193.85,51.9380000000000022
5200.078,52
5208.457,52.084000000000003
5215.194,52.15099999999999605
5216.155,52.16100000000000115
5225.874,52.25799999999999535
5235.639,52.3559999999999944
5244.421,52.4440000000000024
5249.108,52.4909999999999994
5254.204,52.5420000000000014
5263.972,52.6389999999999956
5264.529,52.6449999999999958
5270.577,52.7049999999999981
5275.089,52.75
5282.482,52.82399999999999785
5282.682,52.82599999999999325
5283.074,52.8299999999999981
5287.491,52.87399999999999505
5290.319,52.9029999999999914
5300.115,53.0009999999999904
5301.317,53.0129999999999908
5304.911,53.0489999999999922
5307.872,53.0780000000000028
5312.681,53.1259999999999904
5313.868,53.1379999999999908
5320.755,53.20699999999999345
5323.935,53.2389999999999899
5332.74,53.326999999999998
5336.883,53.36799999999999475
5346.065,53.4599999999999935
5346.706,53.4669999999999986
5348.874,53.4879999999999994
5355.799,53.55700000000000195
5361.451,53.6139999999999899
5367.117,53.67099999999999205
5375.768,53.75699999999999065
5378.422,53.7839999999999916
5383.512,53.83499999999999345
5388.744,53.88700000000000025
5397.911,53.97899999999999905
5398.85,53.9879999999999994
5408.062,54.0799999999999981
5413.821,54.1379999999999908
5414.652,54.1460000000000006
5423.945,54.2389999999999899
5426.722,54.2669999999999957
5429.908,54.2989999999999922
5430.002,54.2999999999999969
5436.676,54.3659999999999994
5445.099,54.4500000000000027
5446.417,54.4639999999999985
5452.889,54.5279999999999914
5460.052,54.5999999999999941
5468.466,54.68399999999999725
5471.36,54.71299999999999365
5474.007,54.7399999999999946
5475.839,54.75799999999999535
5479.817,54.79800000000000165
5886.225,58.86199999999999455
5890.174,58.9009999999999959
5894.413,58.94400000000000235
5900.601,59.006
5906.665,59.06600000000000225
5911.414,59.11399999999998985
5911.606,59.11599999999999935
5916.307,59.16299999999999635
5919.323,59.1929999999999976
5926.484,59.26399999999999535
5933.086,59.3299999999999981
5935.966,59.3589999999999944
5938.867,59.3879999999999908
5942.702,59.42699999999999225
5948.882,59.48799999999999925
5956.374,59.56300000000000215
5960.662,59.60599999999999435
5969.447,59.69400000000000235
5970.802,59.70799999999999825
5971.831,59.71800000000000335
5974.814,59.74799999999999025
5975.738,59.7569999999999906
5981.438,59.81399999999999275
5984.978,59.8489999999999893
5990.887,59.908000000000001
5996.405,59.9639999999999985
6002.148,60.0210000000000006
6002.484,60.02400000000000065
6009.016,60.09000000000000315
6018.706,60.18699999999999735
6025.227,60.2519999999999951
6028.437,60.28399999999999155
6032.751,60.326999999999998
6034.964,60.3489999999999893
6043.929,60.43899999999999275
6045.342,60.45300000000000275
6049.018,60.4899999999999946
6049.991,60.498999999999995
6054.35,60.54299999999999185
6064.19,60.640999999999991
6073.109,60.73099999999999435
6075.712,60.7569999999999906
6083.774,60.837000000000003
6089.144,60.890999999999991
6096.183,60.9609999999999983
6100.662,61.006
6101.664,61.015999999999991
6102.66,61.0259999999999959
6111.855,61.11799999999999475
6115.378,61.1529999999999914
6122.52,61.2249999999999941
6127.212,61.27199999999999115
6137.2,61.3719999999999996
6145.611,61.45600000000000275
6147.105,61.4709999999999891
6156.151,61.5609999999999926
6164.832,61.6479999999999959
6165.208,61.65200000000000075
6166.833,61.66799999999999185
6171.916,61.7189999999999939
6178.072,61.7800000000000009
6179.74,61.79699999999999675
6180.978,61.80899999999999725
6188.769,61.88700000000000025
6197.249,61.971999999999994
6205.898,62.0579999999999925
6213.971,62.13899999999999535
6218.085,62.17999999999999235
6223.776,62.23699999999999455
6225.176,62.2509999999999903
6229.248,62.2920000000000013
6229.58,62.2950000000000014
6230.272,62.30199999999999225
6240.098,62.3999999999999913
6247.072,62.46999999999999875
6250.805,62.50799999999999515
6255.34,62.55299999999999705
6259.541,62.59499999999999875
6266.762,62.6670000000000013
6267.268,62.67199999999999675
6275.932,62.75900000000000005
6279.587,62.7950000000000014
6289.342,62.8930000000000005
6289.508,62.89499999999999565
6298.066,62.9799999999999895
6300.373,63.003
6300.49,63.0039999999999904
6308.139,63.08100000000000275
6311.739,63.11699999999999
6321.18,63.2109999999999983
6328.48,63.28399999999999155
6335.98,63.3589999999999944
6337.696,63.3759999999999903
6341.09,63.4099999999999963
6346.3,63.4629999999999936
6351.195,63.51099999999999535
6351.738,63.51699999999999565
6355.128,63.55100000000000175
6357.128,63.57099999999999775
6358.923,63.5889999999999985
6359.108,63.59099999999999375
6360.818,63.6079999999999896
6368.755,63.68699999999999735
6373.39,63.7329999999999896
6375.629,63.756
6384.375,63.84300000000000335
6387.829,63.878
6397.27,63.971999999999994
6406.551,64.0649999999999975
6412.634,64.1260000000000045
6419.678,64.19599999999999775
6425.645,64.256
6425.963,64.2589999999999859
6433.799,64.3369999999999889
6435.446,64.35399999999998475
6440.446,64.4039999999999961
6446.661,64.4659999999999795
6447.165,64.4710000000000035
6452.937,64.5289999999999961
6459.928,64.5989999999999893
6462.307,64.62299999999999025
6472.231,64.72199999999997975
6481.573,64.8149999999999975
6484.246,64.84199999999998435
6490.386,64.9029999999999914
6497.177,64.9710000000000035
6502.533,65.0250000000000055
6511.176,65.1109999999999898
6517.075,65.1699999999999873
6524.583,65.24500000000000435
6531.884,65.31799999999998335
6541.529,65.4149999999999918
6544.648,65.44599999999999775
6550.19,65.5010000000000045
6554.172,65.54099999999999655
6556.296,65.56199999999998315
6558.394,65.58299999999999825
6560.618,65.60599999999999435
6562.48,65.623999999999995
6564.667,65.64599999999998635
6574.111,65.7409999999999853
6579.807,65.7980000000000016
6587.203,65.8719999999999854
6591.724,65.9170000000000013
6596.629,65.9659999999999795
6606.331,66.062999999999988
6608.605,66.08599999999998405
6615.41,66.1539999999999961
6617.954,66.1790000000000018
6618.807,66.187999999999988
6619.387,66.19299999999998335
6619.951,66.19899999999998365
6624.295,66.24199999999999
6629.173,66.29099999999999655
6632.291,66.3220000000000025
6641.101,66.41100000000000115
6648.064,66.4799999999999895
6657.828,66.57800000000000275
6661.606,66.6159999999999853
6667.783,66.67699999999999225
6669.579,66.694999999999993
6675.004,66.75
6675.251,66.7519999999999809
6683.797,66.8369999999999889
6684.469,66.8439999999999939
6691.907,66.9189999999999825
6698.701,66.98699999999999455
6703.487,67.03399999999999155
6708.024,67.0799999999999838
6714.795,67.14699999999999115
6720.161,67.20099999999999315
6726.231,67.26200000000000025
6735.198,67.3509999999999988
6742.345,67.4230000000000016
6752.248,67.52199999999999115
6756.943,67.56899999999998825
6759.112,67.5909999999999795
6763.672,67.63599999999999535
6770.303,67.70300000000000275
6779.367,67.7930000000000061
6782,67.819999999999993
6783.372,67.83299999999999825
6783.579,67.83499999999997925
6785.871,67.85800000000000385
6793.455,67.93399999999999725
6802.271,68.02199999999999115
6805.471,68.0540000000000018
6814.515,68.1449999999999816
6818.35,68.1829999999999925
6824.808,68.24799999999999025
6830.691,68.305999999999983
6833.938,68.3389999999999985
6842.248,68.42199999999999675
6847.445,68.4739999999999893
6853.735,68.5370000000000059
6853.736,68.5370000000000059
6862.463,68.623999999999995
6865.582,68.6550000000000008
6868.317,68.6829999999999925
6872.572,68.724999999999994
6880.552,68.8050000000000066
6889.405,68.89400000000000525
6891.261,68.9120000000000059
6898.06,68.9799999999999895
6907.588,69.0749999999999883
6912.149,69.12099999999998065
6919.024,69.1899999999999975
6923.858,69.23799999999999925
6926.013,69.25999999999999065
6933.9,69.3389999999999985
6943.374,69.4329999999999925
6945.668,69.4559999999999885
6952.977,69.5289999999999961
6961.78,69.6169999999999899
6964.319,69.6430000000000005
6967.456,69.6740000000000063
6969.589,69.6949999999999929
6979.164,69.79099999999999655
6984.346,69.8429999999999891
6989.064,69.88999999999998615
6989.321,69.8930000000000005
6996.437,69.9639999999999985
6998.512,69.984999999999985
7000.049,70
7004.296,70.0420000000000013
7011.6,70.1159999999999853
7015.342,70.1529999999999914
7021.805,70.2179999999999891
7026.441,70.2639999999999813
7028.59,70.2849999999999963
7031.366,70.312999999999988
7033.231,70.33199999999999335
7039.099,70.38999999999998615
7047.175,70.4710000000000034
7055.814,70.5579999999999925
7063.285,70.63200000000000465
7064.46,70.64400000000000525
7071.208,70.7119999999999889
7076.382,70.7630000000000049
7079.151,70.79099999999999655
7080.472,70.8040000000000018
7082.221,70.8220000000000024
7089.39,70.8930000000000004
7096.435,70.9639999999999985
7100.396,71.0029999999999856
7105.028,71.04999999999998265
7110.682,71.10599999999999425
7119.086,71.1899999999999975
7120.919,71.20900000000000285
7122.968,71.22899999999998475
7124.416,71.2439999999999994
7126.066,71.2599999999999906
7130.947,71.30899999999999725
7132.195,71.3209999999999976
7135.751,71.35699999999999905
7142.972,71.4290000000000018
7152.376,71.5229999999999958
7152.681,71.5259999999999818
7160.334,71.60299999999998
7167.804,71.67799999999999705
7175.291,71.7519999999999808
7176.217,71.76200000000000025
7185.254,71.8520000000000036
7187.429,71.8739999999999949
7188.263,71.88200000000000465
7195.756,71.95699999999999335
7201.278,72.01200000000000025
7208.595,72.08499999999997915
7214.44,72.14400000000000515
7214.896,72.14799999999999575
7224.515,72.24500000000000435
7226.607,72.2659999999999909
7229.528,72.29499999999998725
7232.397,72.32299999999997875
7234.805,72.3479999999999844
7241.578,72.41499999999999165
7242.581,72.42499999999998265
7243.211,72.43199999999998765
7243.375,72.4329999999999925
7248.931,72.4890000000000039
7258.226,72.5819999999999933
7258.318,72.58299999999999825
7265.017,72.6500000000000054
7273.347,72.73300000000000375
7281.199,72.81100000000000675
7291.042,72.9099999999999963
7293.859,72.93799999999998785
7300.894,73.00799999999998105
7306.758,73.06699999999997855
7308.574,73.08499999999997915
7309.214,73.09199999999998415
7314.338,73.1430000000000004
7319.194,73.19100000000000225
7324.998,73.24899999999999485
7334.773,73.34699999999997975
7342.648,73.4259999999999875
7351.413,73.5139999999999813
7357.478,73.57399999999998355
7360.86,73.60800000000000375
7363.044,73.6299999999999951
7372.66,73.7259999999999988
7377.212,73.7719999999999911
7379.529,73.79499999999998725
7388.318,73.88299999999998105
7397.811,73.97799999999998
7402.734,74.02699999999998655
7412.148,74.1209999999999805
7419.304,74.1929999999999833
7427.296,74.2719999999999911
7432.158,74.3209999999999976
7438.462,74.3839999999999859
7445.547,74.4549999999999838
7454.29,74.5420000000000013
7459.271,74.59199999999998415
7462.201,74.62199999999998535
7470.647,74.7059999999999885
7479.136,74.79099999999999655
7481.079,74.810000000000002
7487.258,74.87199999999998535
7494.991,74.94899999999998355
7495.123,74.9509999999999931
7504.866,75.04800000000000155
7508.338,75.08299999999999825
7516.961,75.16899999999998235
7518.442,75.18399999999999725
7526.246,75.26200000000000015
7536.064,75.359999999999985
7545.914,75.45900000000000285
7550.698,75.506
7558.234,75.5819999999999933
7563.208,75.63200000000000465
7563.248,75.63200000000000465
7569.643,75.6959999999999976
7572.338,75.7229999999999844
7576.024,75.7599999999999906
7580.129,75.8009999999999875
7581.498,75.81399999999999265
7585.78,75.85699999999999905
7594.001,75.9399999999999975
7596.979,75.9689999999999938
7598.877,75.98799999999999915
7602.888,76.02799999999999135
7608.001,76.0799999999999838
7609.208,76.09199999999998415
7611.451,76.1140000000000039
7621.258,76.2119999999999889
7622.236,76.22199999999997975
7626.297,76.26200000000000015
7634.919,76.34899999999998925
7640.611,76.4060000000000056
7650.34,76.5029999999999856
7653.776,76.5370000000000058
7663.384,76.63299999999998105
7671.273,76.7119999999999889
7680.339,76.802999999999997
7684.453,76.8439999999999938
7692.193,76.920999999999992
7695.786,76.9569999999999933
7699.117,76.9909999999999853
7703.112,77.0310000000000056
7703.923,77.038999999999987
7706.941,77.0689999999999881
7711.013,77.109999999999985
7718.765,77.186999999999983
7721.087,77.20999999999997915
7730.349,77.302999999999997
7731.674,77.31600000000000225
7734.927,77.34899999999998925
7735.461,77.35399999999998475
7744.99,77.44899999999998355
7752.246,77.5219999999999911
7752.385,77.52299999999999575
7752.499,77.52400000000000065
7757.834,77.57800000000000265
7765.54,77.6550000000000008
7768.586,77.685000000000002
7770.055,77.6999999999999883
7778.884,77.78799999999998205
7779.679,77.795999999999992
7782.185,77.8209999999999976
7783.081,77.8299999999999838
7789.855,77.89799999999999575
7796.575,77.9650000000000031
7804.679,78.045999999999992
7807.133,78.0709999999999976
7811.454,78.1140000000000039
7815.659,78.1560000000000056
7823.18,78.23099999999999415
7828.754,78.2870000000000058
7837.05,78.37000000000000435
7845.656,78.4559999999999885
7849.446,78.4939999999999994
7856.716,78.56699999999997855
7857.681,78.5759999999999931
7860.384,78.60299999999998
7862.945,78.6289999999999903
7864.26,78.6419999999999955
7870.179,78.7009999999999931
7870.733,78.7069999999999933
7875.498,78.7539999999999903
7878.514,78.7849999999999963
7883.393,78.83299999999999825
7886.014,78.859999999999985
7890.599,78.9050000000000008
7895.16,78.9509999999999931
7900.406,79.0039999999999903
7907.239,79.07200000000000235
7911.659,79.1159999999999853
7918.615,79.18600000000000675
7927.141,79.2709999999999863
7929.976,79.2990000000000063
7934.31,79.3429999999999891
7938.109,79.381
7946.378,79.46299999999999355
7948.19,79.48099999999999415
7953.283,79.531999999999982
7961.168,79.61099999999998965
7962.032,79.62000000000000435
7962.6,79.6260000000000045
7969.2,79.69199999999997855
7976.17,79.76099999999999535
7978.236,79.781999999999982
7986.023,79.859999999999985
7994.496,79.9439999999999881
8002.27,80.0219999999999911
8009.084,80.0900000000000031
8011.678,80.1159999999999853
8013.462,80.1339999999999859
8017.2,80.17199999999999675
8017.899,80.177999999999997
8023.775,80.23699999999999455
8023.872,80.23799999999999915
8026.6,80.2659999999999909
8035.52,80.3549999999999894
8039.229,80.3919999999999955
8040.564,80.4050000000000008
8042.535,80.42499999999998265
8050.327,80.5029999999999856
8054.926,80.5490000000000063
8064.178,80.6409999999999909
8064.624,80.6459999999999863
8071.776,80.71699999999998415
8079.774,80.79699999999999675
8084.682,80.8460000000000034
8085.452,80.85399999999998475
8090.147,80.90099999999998175
8095.335,80.95300000000000265
8104.162,81.04099999999999655
8107.23,81.07200000000000235
8112.114,81.1209999999999805
8117.889,81.177999999999997
8122.035,81.21999999999999875
8131.629,81.31600000000000225
8133.37,81.33299999999999825
8139.826,81.39799999999999575
8144.579,81.4449999999999929
8144.933,81.44899999999998355
8152.769,81.52699999999998655
8157.073,81.5699999999999929
8162.637,81.6260000000000045
8167.737,81.67699999999999225
8169.336,81.6929999999999833
8174.698,81.7459999999999805
8176.136,81.76099999999999535
8182.95,81.8289999999999789
8189.445,81.89400000000000515
8192.221,81.92199999999999675
8197.613,81.9759999999999988
8198.902,81.9890000000000039
8202.159,82.0209999999999863
8206.086,82.060000000000002
8207.556,82.0749999999999883
8217.12,82.170999999999992
8218.719,82.186999999999983
8220.59,82.2049999999999838
8221.884,82.2179999999999891
8230.924,82.30899999999999725
8236.713,82.36699999999998985
8242.151,82.420999999999992
8243.074,82.43000000000000655
8247.643,82.4759999999999988
8256.748,82.56699999999997855
8265.568,82.6550000000000008
8266.398,82.66299999999998205
8270.984,82.70900000000000285
8278.988,82.788999999999987
8286.23,82.86199999999999455
8295.001,82.9499999999999883
8298.991,82.9890000000000039
8299.926,82.99899999999999485
8308.966,83.0889999999999985
8313.229,83.13200000000000465
8320.129,83.2009999999999931
8324.861,83.24799999999999015
8331.857,83.3179999999999833
8337.659,83.3760000000000045
8340.936,83.4089999999999914
8348.098,83.4799999999999894
8355.666,83.5559999999999829
8355.937,83.55899999999999725
8362.298,83.62199999999998535
8369.612,83.6959999999999976
8372.012,83.71999999999999875
8379.682,83.795999999999992
8381.287,83.811999999999983
8381.385,83.81299999999998785
8389.349,83.89300000000000035
8392.432,83.9240000000000063
8402.024,84.0199999999999816
8404.353,84.04300000000000605
8408.934,84.0889999999999985
8413.968,84.1389999999999813
8419.878,84.19799999999997875
8429.415,84.29399999999998235
8437.992,84.3789999999999903
8443.57,84.435000000000002
8448.142,84.48099999999999415
8449.117,84.4909999999999853
8458.636,84.5859999999999839
8464.853,84.64799999999999575
8470.611,84.7059999999999885
8479.241,84.7920000000000013
8487.449,84.87399999999999485
8489.025,84.8899999999999861
8498.113,84.98099999999999415
8508.037,85.0799999999999838
8516.192,85.161000000000001
8517.042,85.16999999999998715
8518.636,85.18600000000000675
8519.581,85.1949999999999929
8525.87,85.25799999999998105
8532.206,85.32200000000000235
8536.19,85.36099999999998965
8545.683,85.4559999999999885
8546.31,85.46299999999999355
8555.677,85.5559999999999829
8559.917,85.59899999999998925
8564.391,85.64300000000000035
8566.978,85.66899999999998235
8574.255,85.74199999999998985
8582.745,85.826999999999998
8590.167,85.90099999999998165
8590.5,85.9050000000000008
8593.57,85.9350000000000019
8603.16,86.0310000000000056
8604.358,86.04300000000000605
8607.912,86.0789999999999789
8612.351,86.12299999999999015
8615.918,86.1589999999999914
8619.836,86.19799999999997875
8619.999,86.1989999999999835
8625.317,86.2529999999999856
8627.169,86.2709999999999863
8635.623,86.35599999999999415
8639.636,86.3959999999999863
8644.999,86.4489999999999835
8654.292,86.5420000000000013
8661.095,86.609999999999985
8662.091,86.62000000000000435
8668.183,86.68099999999998285
8677.636,86.77599999999998165
8678.621,86.786000000000001
8687.316,86.87299999999999015
8688.236,86.88200000000000465
8692.778,86.92699999999999215
8693.338,86.9329999999999925
8696.605,86.96599999999997935
8697.47,86.97399999999998925
8699.797,86.99699999999998535
8702.169,87.0209999999999863
8708.314,87.0829999999999981
8716.709,87.1670000000000013
8717.04,87.16999999999998715
8722.264,87.22199999999997975
8722.42,87.22399999999998925
8727.551,87.2750000000000054
8731.839,87.31799999999998325
8738.337,87.3829999999999809
8739.018,87.3899999999999861
8744.464,87.4439999999999881
8746.983,87.46899999999999375
8747.308,87.4729999999999844
8749.52,87.49500000000000435
8755.322,87.552999999999997
8757.854,87.57800000000000265
8765.565,87.6550000000000008
8766.876,87.66800000000000605
8770.638,87.7059999999999885
8770.758,87.7069999999999933
8775.668,87.756
8776.823,87.76800000000000035
8786.639,87.8659999999999851
8792.824,87.927999999999997
8795.271,87.951999999999998
8805.014,88.04999999999998265
8808.757,88.0869999999999888
8818.66,88.18600000000000675
8819.117,88.191000000000002
8823.208,88.23199999999999885
8826.309,88.26300000000000485
8827.939,88.27899999999999605
8836.254,88.36199999999999435
8842.642,88.42599999999998735
8850.712,88.50700000000000465
8855.615,88.55599999999998285
8862.015,88.62000000000000425
8871.909,88.7189999999999936
8875.59,88.7549999999999951
8876.243,88.76200000000000005
8879.371,88.79300000000000605
8887.203,88.87199999999998535
8895.221,88.951999999999998
8898.105,88.98099999999999415
8898.809,88.98799999999999915
8901.223,89.01200000000000005
8908.059,89.07999999999998375
8914.684,89.1459999999999863
8918.491,89.18399999999999725
8920.952,89.2090000000000028
8927.291,89.271999999999991
8933.95,89.3389999999999985
8943.219,89.43199999999998755
8948.392,89.48300000000000375
8956.931,89.5689999999999881
8961.172,89.61099999999998955
8966.149,89.661000000000001
8971.696,89.71599999999997935
8975.974,89.7589999999999859
8978.845,89.787999999999982
8987.071,89.87000000000000425
8994.137,89.941000000000002
9001.519,90.0149999999999861
9005.668,90.05599999999998285
9010.139,90.1009999999999988
9013.744,90.13700000000000005
9023.433,90.2339999999999801
9031.72,90.3169999999999783
9035.352,90.3529999999999798
9044.602,90.4459999999999976
9048.577,90.4849999999999848
9049.037,90.48999999999998015
9056.424,90.56399999999999235
9058.75,90.5869999999999888
9063.241,90.63200000000000465
9066.726,90.66700000000000125
9076.099,90.7599999999999906
9084.249,90.84199999999998415
9086.821,90.86799999999999455
9096.676,90.96599999999997935
9100.494,91.0039999999999903
9110.184,91.1009999999999988
9117.155,91.1709999999999919
9126.204,91.26200000000000005
9135.175,91.3509999999999988
9138.141,91.381
9139.352,91.39300000000000035
9149.272,91.4919999999999898
9151.687,91.51599999999999075
9154.181,91.54099999999999655
9156.464,91.56399999999999235
9157.523,91.57499999999998825
9162.418,91.62399999999999475
9171.928,91.71899999999999355
9180.843,91.80799999999999235
9183.177,91.8309999999999885
9186.758,91.8669999999999898
9193.656,91.93600000000000675
9197.508,91.97499999999999385
9198.092,91.97999999999998925
9207.259,92.07200000000000235
9214.566,92.1449999999999816
9215.704,92.156999999999982
9224.521,92.2450000000000042
9230.832,92.3079999999999923
9233.556,92.3349999999999791
9234.884,92.3479999999999844
9238.675,92.3859999999999953
9242.417,92.4240000000000062
9246.16,92.4609999999999839
9249.404,92.4939999999999993
9256.892,92.5679999999999832
9263.693,92.6359999999999953
9266.071,92.6599999999999962
9274.026,92.7399999999999801
9275.745,92.7570000000000046
9280.784,92.8069999999999875
9285.277,92.8520000000000035
9288.239,92.8820000000000046
9291.284,92.9120000000000058
9300.144,93.0010000000000044
9308.536,93.0849999999999791
9312.055,93.1200000000000042
9314.432,93.1440000000000051
9321.816,93.217999999999989
9326.84,93.2680000000000003
9332.394,93.3229999999999787
9341.82,93.418000000000006
9343.835,93.4379999999999878
9350.175,93.5010000000000044
9355.66,93.5559999999999828
9364.333,93.6430000000000003
9369.529,93.6949999999999926
9378.931,93.7889999999999869
9382.419,93.8239999999999834
9389.927,93.8990000000000006
9390.173,93.9009999999999816
9397.169,93.9710000000000033
9398.657,93.9859999999999895
9408.337,94.0829999999999981
9409.656,94.0960000000000033
9419.6,94.1959999999999976
9426.679,94.2659999999999907
9431.197,94.3110000000000067
9438.288,94.3820000000000046
9438.997,94.3889999999999813
9445.114,94.4509999999999931
9448.042,94.4799999999999892
9454.761,94.5469999999999966
9456.285,94.5619999999999829
9460.76,94.6069999999999988
9464.935,94.6490000000000006
9471.896,94.717999999999989
9473.209,94.7319999999999988
9476.992,94.7690000000000051
9483.033,94.8299999999999837
9484.033,94.8400000000000029
9487.861,94.8779999999999856
9497.464,94.9739999999999891
9506.418,95.0639999999999923
9507.142,95.0709999999999976
9516.82,95.168000000000006
9517.013,95.169999999999987
9522.482,95.2239999999999891
9532.278,95.3220000000000023
9535.026,95.3499999999999938
9536.511,95.3649999999999801
9542.433,95.4240000000000062
9545.02,95.4499999999999882
9553.988,95.5389999999999869
9556.143,95.5610000000000067
9560.21,95.6020000000000035
9566.009,95.6599999999999962
9571.53,95.7150000000000029
9581.288,95.8119999999999829
9584.005,95.8400000000000029
9586.735,95.8669999999999898
9591.289,95.9120000000000058
9600.99,96.0089999999999859
9605.007,96.0499999999999826
9605.262,96.0519999999999921
9607.746,96.076999999999998
9616.626,96.1659999999999965
9621.685,96.2159999999999793
