 topology_rogers_ca.sdnController (#0 - ScenarioSim3_single3-0-20180716-18:46:24-10693),
4999.478,49.99399999999999955
5001.582,50.0150000000000004
5005.164,50.05100000000000175
5006.453,50.0639999999999928
5013.96,50.1389999999999956
5017.114,50.17099999999999205
5023.192,50.2309999999999944
5026.829,50.2680000000000005
5030.079,50.2999999999999969
5035.781,50.35699999999999925
5036.165,50.36099999999998985
5040.551,50.40500000000000095
5046.894,50.46800000000000335
5056.778,50.56699999999999295
5066.367,50.66299999999999655
5067.387,50.67300000000000165
5073.915,50.7389999999999899
5076.004,50.7599999999999908
5082.355,50.82299999999999315
5083.968,50.8389999999999985
5093.921,50.9389999999999928
5100.452,51.00399999999999045
5106.271,51.06199999999999735
5108.804,51.08799999999999365
5112.948,51.12899999999999045
5117.611,51.17600000000000175
5122.358,51.2229999999999988
5124.802,51.24799999999999025
5131.037,51.3100000000000021
5132.627,51.32599999999999325
5136.007,51.35999999999999925
5137.111,51.3709999999999949
5143.859,51.4380000000000022
5150.422,51.50399999999999045
5153.594,51.5349999999999963
5154.976,51.5489999999999922
5162.759,51.62699999999999515
5164.725,51.64699999999999115
5174.221,51.74199999999999005
5177.908,51.77899999999999615
5184.533,51.84499999999999875
5192.743,51.92699999999999235
5192.879,51.92799999999999705
5193.85,51.9380000000000022
5200.078,52
5208.457,52.084000000000003
5215.194,52.15099999999999605
5216.155,52.16100000000000115
5225.874,52.25799999999999535
5235.639,52.3559999999999944
5244.421,52.4440000000000024
5249.108,52.4909999999999994
5254.204,52.5420000000000014
5263.972,52.6389999999999956
5264.529,52.6449999999999958
5270.577,52.7049999999999981
5275.089,52.75
5282.482,52.82399999999999785
5282.682,52.82599999999999325
5283.074,52.8299999999999981
5287.491,52.87399999999999505
5290.319,52.9029999999999914
5300.115,53.0009999999999904
5301.317,53.0129999999999908
5304.911,53.0489999999999922
5307.872,53.0780000000000028
5312.681,53.1259999999999904
5313.868,53.1379999999999908
5320.755,53.20699999999999345
5323.935,53.2389999999999899
5332.74,53.326999999999998
5336.883,53.36799999999999475
5346.065,53.4599999999999935
5346.706,53.4669999999999986
5348.874,53.4879999999999994
5355.799,53.55700000000000195
5361.451,53.6139999999999899
5367.117,53.67099999999999205
5375.768,53.75699999999999065
5378.422,53.7839999999999916
5383.512,53.83499999999999345
5388.744,53.88700000000000025
5397.911,53.97899999999999905
5398.85,53.9879999999999994
5408.062,54.0799999999999981
5413.821,54.1379999999999908
5414.652,54.1460000000000006
5423.945,54.2389999999999899
5426.722,54.2669999999999957
5429.908,54.2989999999999922
5430.002,54.2999999999999969
5436.676,54.3659999999999994
5445.099,54.4500000000000027
5446.417,54.4639999999999985
5452.889,54.5279999999999914
5460.052,54.5999999999999941
5468.466,54.68399999999999725
5471.36,54.71299999999999365
5474.007,54.7399999999999946
5475.839,54.75799999999999535
5479.817,54.79800000000000165
5485.682,54.8559999999999944
5491.21,54.9119999999999917
5491.411,54.9140000000000013
5493.06,54.9299999999999924
5501.349,55.0129999999999908
5505.047,55.0499999999999969
5505.094,55.0499999999999969
5506.558,55.0649999999999975
5513.336,55.1329999999999953
5519.032,55.1899999999999975
5521.732,55.2169999999999986
5528.769,55.2869999999999917
5536.121,55.3609999999999898
5539.006,55.3900000000000004
5548.628,55.4859999999999898
5552.961,55.52899999999999615
5555.449,55.55400000000000185
5563.01,55.6299999999999952
5568.772,55.68699999999999735
5572.733,55.72699999999998945
5578.653,55.78600000000000115
5587.613,55.8759999999999904
5593.336,55.93299999999999255
5599.725,55.99699999999999965
5601.956,56.018999999999991
5610.872,56.10799999999998965
5620.399,56.2030000000000028
5627.2,56.27199999999999115
5631.671,56.31600000000000225
5636.163,56.3609999999999898
5644.627,56.44599999999999775
5654.413,56.54399999999999665
5661.408,56.61399999999998985
5662.57,56.625
5665.544,56.65500000000000095
5673.214,56.73199999999999925
5681.352,56.81300000000000215
5685.47,56.85399999999999905
5689.435,56.893999999999991
5696.189,56.9609999999999983
5705,57.0499999999999969
5707.498,57.07399999999999785
5713.311,57.1329999999999952
5716.443,57.16400000000000125
5725.26,57.25199999999999515
5734.914,57.3489999999999893
5741.839,57.4179999999999919
5747.724,57.47699999999998945
5754.977,57.54899999999999215
5761.574,57.6149999999999946
5766.587,57.6649999999999918
5771.919,57.7189999999999939
5781.48,57.81399999999999275
5783.785,57.837000000000003
5790.225,57.90200000000000075
5794.174,57.94100000000000225
5798.413,57.9839999999999944
5804.601,58.045999999999992
5810.665,58.10599999999999435
5815.414,58.1539999999999961
5815.606,58.1559999999999914
5820.307,58.20300000000000275
5823.323,58.2329999999999896
5830.484,58.3040000000000018
5837.086,58.36999999999999005
5839.966,58.39900000000000065
5842.867,58.42799999999999705
5846.702,58.4669999999999986
5852.882,58.5279999999999914
5860.374,58.60299999999999415
5864.662,58.6460000000000006
5873.447,58.7339999999999944
5874.802,58.74799999999999025
5875.831,58.75799999999999515
5878.814,58.78799999999999635
5879.738,58.79699999999999675
5885.438,58.85399999999999905
5888.978,58.88899999999999535
5894.887,58.9479999999999931
5900.405,59.0039999999999904
5906.148,59.0609999999999926
5906.484,59.06399999999999275
5913.016,59.12999999999999515
5922.706,59.2269999999999894
5929.227,59.2920000000000013
5932.437,59.32399999999999785
5936.751,59.36699999999999
5938.964,59.38899999999999535
5947.929,59.47899999999999905
5949.342,59.49299999999999475
5953.018,59.5300000000000009
5953.991,59.53900000000000125
5958.35,59.58299999999999825
5968.19,59.6809999999999971
5977.109,59.7710000000000006
5979.712,59.79699999999999675
5987.774,59.8769999999999951
5993.144,59.9309999999999971
6000.183,60.0009999999999903
6004.662,60.045999999999992
6005.664,60.0559999999999971
6006.66,60.06600000000000225
6015.855,60.158000000000001
6019.378,60.1929999999999976
6026.52,60.26500000000000035
6031.212,60.31199999999999735
6041.2,60.41199999999999165
6049.611,60.49599999999999485
6051.105,60.51099999999999535
6060.151,60.600999999999999
6068.832,60.68800000000000215
6069.208,60.69199999999999285
6070.833,60.70799999999999825
6075.916,60.75900000000000005
6082.072,60.819999999999993
6083.74,60.837000000000003
6084.978,60.8489999999999893
6092.769,60.92699999999999225
6101.249,61.01200000000000025
6109.898,61.0979999999999988
6117.971,61.1790000000000018
6122.085,61.21999999999999875
6127.776,61.27700000000000075
6129.176,61.29099999999999655
6133.248,61.33199999999999335
6133.58,61.3349999999999934
6134.272,61.3419999999999986
6144.098,61.4399999999999975
6151.072,61.50999999999999065
6154.805,61.5480000000000016
6159.34,61.59300000000000335
6163.541,61.63499999999999065
6170.762,61.70699999999999335
6171.268,61.712000000000003
6179.932,61.79899999999999215
6183.587,61.8349999999999934
6193.342,61.9329999999999925
6193.508,61.93500000000000205
6202.066,62.01999999999999565
6204.373,62.04299999999999185
6204.49,62.0439999999999966
6212.139,62.12099999999999485
6215.739,62.1569999999999961
6225.18,62.2509999999999903
6232.48,62.32399999999999785
6239.98,62.39900000000000065
6241.696,62.41599999999999655
6245.09,62.4500000000000026
6250.3,62.503
6255.195,62.55100000000000175
6255.738,62.5570000000000019
6259.128,62.59099999999999375
6261.128,62.6109999999999898
6262.923,62.6289999999999904
6263.108,62.631
6264.818,62.6479999999999959
6272.755,62.7269999999999894
6277.39,62.7729999999999959
6279.629,62.795999999999992
6288.375,62.88299999999999515
6291.829,62.91799999999999185
6301.27,63.01200000000000025
6310.551,63.1049999999999895
6316.634,63.16599999999999655
6323.678,63.2359999999999898
6329.645,63.295999999999992
6329.963,63.29899999999999215
6337.799,63.3769999999999951
6339.446,63.393999999999991
6344.446,63.44400000000000235
6350.661,63.506
6351.165,63.51099999999999535
6356.937,63.56900000000000235
6363.928,63.63899999999999535
6366.307,63.66299999999999635
6376.231,63.76200000000000025
6385.573,63.8549999999999895
6388.246,63.8819999999999906
6394.386,63.9429999999999976
6401.177,64.01099999999999535
6406.533,64.0649999999999975
6415.176,64.1509999999999818
6421.075,64.20999999999997935
6428.583,64.2849999999999963
6435.884,64.35800000000000385
6445.529,64.4549999999999838
6448.648,64.4859999999999898
6454.19,64.54099999999999655
6458.172,64.58099999999998875
6460.296,64.6020000000000036
6462.394,64.62299999999999025
6464.618,64.64599999999998635
6466.48,64.66399999999998705
6468.667,64.68600000000000685
6478.111,64.78100000000000565
6483.807,64.8379999999999936
6491.203,64.9120000000000059
6495.724,64.95699999999999335
6500.629,65.006
6510.331,65.10299999999998
6512.605,65.1260000000000045
6519.41,65.19399999999998825
6521.954,65.2189999999999939
6522.807,65.22799999999998
6523.387,65.23300000000000385
6523.951,65.239000000000004
6528.295,65.28199999999998205
6533.173,65.33099999999998875
6536.291,65.36199999999999455
6545.101,65.45099999999999315
6552.064,65.5199999999999816
6561.828,65.61799999999999475
6565.606,65.65600000000000565
6571.783,65.71699999999998435
6573.579,65.734999999999985
6579.004,65.7899999999999918
6579.251,65.7920000000000013
6587.797,65.8769999999999809
6588.469,65.8839999999999859
6595.907,65.95900000000000285
6602.701,66.0269999999999866
6607.487,66.07399999999998365
6612.024,66.12000000000000435
6618.795,66.18699999999998315
6624.161,66.2409999999999853
6630.231,66.30199999999999225
6639.198,66.390999999999991
6646.345,66.4629999999999936
6656.248,66.56199999999998315
6660.943,66.60899999999998015
6663.112,66.631
6667.672,66.6759999999999875
6674.303,66.74299999999999475
6683.367,66.83299999999999825
6686,66.859999999999985
6687.372,66.87299999999999025
6687.579,66.875
6689.871,66.8979999999999959
6697.455,66.9739999999999893
6706.271,67.06199999999998315
6709.471,67.0939999999999939
6718.515,67.18500000000000205
6722.35,67.2229999999999844
6728.808,67.28799999999998225
6734.691,67.3460000000000035
6737.938,67.3789999999999904
6746.248,67.4619999999999889
6751.445,67.5139999999999813
6757.735,67.576999999999998
6757.736,67.576999999999998
6766.463,67.66399999999998705
6769.582,67.694999999999993
6772.317,67.7229999999999844
6776.572,67.76499999999998615
6784.552,67.84499999999999875
6793.405,67.93399999999999725
6795.261,67.951999999999998
6802.06,68.0199999999999816
6811.588,68.1149999999999804
6816.149,68.16100000000000105
6823.024,68.2299999999999895
6827.858,68.2779999999999914
6830.013,68.29999999999998265
6837.9,68.3789999999999904
6847.374,68.4729999999999844
6849.668,68.49599999999998065
6856.977,68.56899999999998825
6865.78,68.65699999999998205
6868.319,68.6829999999999925
6871.456,68.7139999999999985
6873.589,68.734999999999985
6883.164,68.8309999999999885
6888.346,68.88299999999998105
6893.064,68.9300000000000066
6893.321,68.9329999999999925
6900.437,69.0039999999999904
6902.512,69.0250000000000054
6904.049,69.03999999999999165
6908.296,69.08199999999999335
6915.6,69.15600000000000565
6919.342,69.19299999999998335
6925.805,69.25799999999998105
6930.441,69.3040000000000018
6932.59,69.3249999999999883
6935.366,69.35299999999998
6937.231,69.37199999999998535
6943.099,69.4300000000000066
6951.175,69.51099999999999535
6959.814,69.5979999999999844
6967.285,69.67199999999999675
6968.46,69.68399999999999725
6975.208,69.7519999999999809
6980.382,69.80299999999999705
6983.151,69.8309999999999885
6984.472,69.8439999999999938
6986.221,69.86199999999999455
6993.39,69.9329999999999925
7000.435,70.0039999999999904
7004.396,70.0430000000000061
7009.028,70.09000000000000315
7014.682,70.1459999999999863
7023.086,70.2299999999999895
7024.919,70.248999999999995
7026.968,70.26900000000000525
7028.416,70.28399999999999155
7030.066,70.29999999999998265
7034.947,70.3489999999999893
7036.195,70.36099999999998975
7039.751,70.39699999999999115
7046.972,70.4689999999999938
7056.376,70.56299999999998785
7056.681,70.56600000000000225
7064.334,70.6430000000000004
7071.804,70.7179999999999891
7079.291,70.7920000000000013
7080.217,70.80199999999999225
7089.254,70.89199999999999555
7091.429,70.913999999999987
7092.263,70.92199999999999675
7099.756,70.99699999999998535
7105.278,71.05199999999999225
7112.595,71.125
7118.44,71.18399999999999725
7118.896,71.18799999999998785
7128.515,71.2849999999999963
7130.607,71.305999999999983
7133.528,71.33499999999997915
7136.397,71.36299999999999925
7138.805,71.3880000000000049
7145.578,71.4549999999999838
7146.581,71.4650000000000031
7147.211,71.47199999999997975
7147.375,71.4729999999999844
7152.931,71.5289999999999961
7162.226,71.62199999999998535
7162.318,71.62299999999999015
7169.017,71.6899999999999975
7177.347,71.7729999999999958
7185.199,71.8509999999999988
7195.042,71.9499999999999883
7197.859,71.97799999999998
7204.894,72.04800000000000155
7210.758,72.10699999999999905
7212.574,72.125
7213.214,72.13200000000000465
7218.338,72.1829999999999925
7223.194,72.23099999999999415
7228.998,72.288999999999987
7238.773,72.38700000000000015
7246.648,72.46599999999997935
7255.413,72.55400000000000175
7261.478,72.6140000000000039
7264.86,72.64799999999999575
7267.044,72.66999999999998725
7276.66,72.7659999999999909
7281.212,72.811999999999983
7283.529,72.83499999999997915
7292.318,72.92300000000000155
7301.811,73.0180000000000004
7306.734,73.06699999999997855
7316.148,73.161000000000001
7323.304,73.23300000000000375
7331.296,73.311999999999983
7336.158,73.36099999999998965
7342.462,73.4240000000000063
7349.547,73.49500000000000435
7358.29,73.5819999999999933
7363.271,73.63200000000000465
7366.201,73.6620000000000058
7374.647,73.7459999999999805
7383.136,73.8309999999999885
7385.079,73.8499999999999939
7391.258,73.9120000000000058
7398.991,73.9890000000000039
7399.123,73.9909999999999853
7408.866,74.08799999999999355
7412.338,74.12299999999999015
7420.961,74.20900000000000285
7422.442,74.22399999999998925
7430.246,74.30199999999999225
7440.064,74.4000000000000054
7449.914,74.49899999999999485
7454.698,74.545999999999992
7462.234,74.62199999999998535
7467.208,74.67199999999999675
7467.248,74.67199999999999675
7473.643,74.73599999999998965
7476.338,74.76300000000000485
7480.024,74.79999999999998265
7484.129,74.84099999999997935
7485.498,74.85399999999998475
7489.78,74.8969999999999911
7498.001,74.9799999999999894
7500.979,75.0089999999999859
7502.877,75.02799999999999135
7506.888,75.0679999999999833
7512.001,75.12000000000000435
7513.208,75.13200000000000465
7515.451,75.15399999999999605
7525.258,75.2519999999999808
7526.236,75.26200000000000015
7530.297,75.30199999999999225
7538.919,75.3889999999999813
7544.611,75.4459999999999976
7554.34,75.54300000000000605
7557.776,75.576999999999998
7567.384,75.67300000000000155
7575.273,75.7519999999999808
7584.339,75.8429999999999891
7588.453,75.8839999999999859
7596.193,75.96099999999998405
7599.786,75.99699999999998535
7603.117,76.0310000000000056
7607.112,76.0709999999999976
7607.923,76.0789999999999789
7610.941,76.1089999999999801
7615.013,76.1500000000000054
7622.765,76.22700000000000355
7625.087,76.25
7634.349,76.3429999999999891
7635.674,76.35599999999999415
7638.927,76.3889999999999813
7639.461,76.39400000000000515
7648.99,76.4890000000000039
7656.246,76.561999999999983
7656.385,76.56299999999998785
7656.499,76.56399999999999265
7661.834,76.61799999999999455
7669.54,76.6949999999999929
7672.586,76.7249999999999939
7674.055,76.7399999999999804
7682.884,76.82800000000000265
7683.679,76.83599999999998405
7686.185,76.86099999999998965
7687.081,76.87000000000000435
7693.855,76.93799999999998785
7700.575,77.0049999999999951
7708.679,77.08599999999998405
7711.133,77.11099999999998965
7715.454,77.15399999999999605
7719.659,77.1959999999999976
7727.18,77.2709999999999863
7732.754,77.326999999999998
7741.05,77.4099999999999963
7749.656,77.4959999999999805
7753.446,77.5339999999999914
7760.716,77.60699999999999905
7761.681,77.6159999999999853
7764.384,77.6430000000000004
7766.945,77.66899999999998235
7768.26,77.68199999999998765
7774.179,77.7409999999999853
7774.733,77.74699999999998535
7779.498,77.79399999999998235
7782.514,77.8249999999999883
7787.393,77.87299999999999015
7790.014,77.9000000000000054
10602.553,106.0250000000000054
10604.3,106.043000000000006
10610.939,106.1089999999999801
10614.219,106.1419999999999955
10617.15,106.1709999999999919
10623.953,106.2390000000000039
10625.957,106.2589999999999859
10626.589,106.2649999999999861
10635.846,106.3580000000000037
10641.918,106.4189999999999823
10645.011,106.4499999999999882
10649.787,106.4969999999999853
10653.819,106.537999999999982
10656.659,106.566000000000002
10662.99,106.6289999999999903
10665.374,106.6529999999999912
10674.281,106.7419999999999898
10679.426,106.7939999999999823
10683.752,106.8369999999999888
10687.431,106.8739999999999947
10696.713,106.9669999999999841
10701.278,107.012
10707.199,107.0709999999999976
10710.574,107.1049999999999892
10714.892,107.1479999999999957
10724.597,107.2450000000000042
10730.525,107.3050000000000064
10731.859,107.3179999999999832
10735.404,107.3539999999999847
10736.372,107.3629999999999991
10742.942,107.4290000000000016
10746.376,107.4629999999999935
10752.899,107.5279999999999911
10758.809,107.5879999999999935
10767.026,107.6699999999999869
10773.618,107.7359999999999895
10777.646,107.7759999999999816
10781.619,107.816000000000002
10781.995,107.818999999999988
10791.988,107.9189999999999823
10801.834,108.0180000000000003
10805.353,108.052999999999997
10809.834,108.0979999999999844
10817.048,108.1699999999999869
10826.424,108.2639999999999813
10832.8,108.3280000000000026
10839.52,108.3949999999999813
10847.651,108.4759999999999988
10850.318,108.5029999999999856
10860.08,108.5999999999999938
10865.721,108.656999999999982
10874.619,108.7459999999999805
10884.188,108.8409999999999793
10891.834,108.918000000000006
10892.969,108.9290000000000016
10899.951,108.9989999999999947
10902.673,109.0259999999999816
10906.028,109.0600000000000019
10906.849,109.0679999999999832
10908.326,109.0829999999999981
10915.979,109.1589999999999914
10916.605,109.1659999999999965
10916.822,109.168000000000006
10919.241,109.1919999999999783
10920.614,109.2059999999999884
10924.937,109.2489999999999947
10927.543,109.2750000000000054
10932.763,109.326999999999998
10941.474,109.4139999999999868
10949.205,109.4919999999999898
10950.999,109.5089999999999859
10960.586,109.6049999999999892
10964.919,109.6490000000000005
10966.092,109.6599999999999962
10969.343,109.6929999999999832
10970.413,109.7039999999999789
10976.247,109.762
10982.144,109.8209999999999976
10991.509,109.9149999999999916
10998.963,109.9890000000000039
11008.371,110.0829999999999981
11016.853,110.1680000000000058
11017.378,110.1730000000000013
11026.736,110.2669999999999955
11032.698,110.3259999999999929
11042.532,110.4249999999999826
11051.45,110.5139999999999813
11055.448,110.5540000000000015
11063.257,110.6320000000000046
11067.06,110.6699999999999869
11069.175,110.691000000000002
11070.653,110.7059999999999884
11078.303,110.7829999999999866
11085.152,110.8509999999999985
11087.043,110.8700000000000041
11093.611,110.9360000000000067
11102.599,111.0250000000000053
11111.22,111.1119999999999942
11111.309,111.112999999999999
11112.282,111.1219999999999853
11113.184,111.131
11118.162,111.1809999999999828
11124.354,111.2429999999999945
11130.165,111.3009999999999872
11133.989,111.3389999999999985
11136.405,111.3640000000000039
11137.371,111.37299999999999
11139.061,111.389999999999986
11148.91,111.4890000000000039
11157.506,111.5749999999999882
11166.472,111.6639999999999867
11167.057,111.6699999999999869
11169.768,111.6970000000000023
11174.474,111.7439999999999993
11179.206,111.7920000000000012
11180.364,111.802999999999997
11185.162,111.8509999999999985
11189.733,111.896999999999991
11194.817,111.9479999999999786
11204.617,112.0459999999999919
11214.29,112.1419999999999955
11218.527,112.1850000000000019
11219.527,112.1949999999999926
11228.098,112.2800000000000008
11228.495,112.2839999999999914
11229.668,112.2959999999999919
11234.505,112.3449999999999985
11237.218,112.3719999999999853
11241.801,112.4180000000000058
11245.839,112.4579999999999981
11248.192,112.4809999999999941
11252.19,112.5209999999999863
11252.779,112.5269999999999865
11259.493,112.5939999999999935
11260.731,112.6069999999999988
11264.178,112.6409999999999904
11272.746,112.7270000000000035
11279.884,112.7980000000000013
11283.881,112.8379999999999933
11290.273,112.9019999999999864
11294.087,112.9399999999999975
11298.079,112.9799999999999892
11298.299,112.9819999999999988
11302.617,113.0259999999999816
11306.365,113.0629999999999878
11312.51,113.125
11319.126,113.191000000000002
11319.826,113.1979999999999786
11326.08,113.2599999999999904
11334.304,113.3429999999999888
11343.444,113.4339999999999972
11349.978,113.4989999999999947
11356.696,113.566000000000002
11363.959,113.6389999999999812
11367.2,113.6719999999999966
11372.569,113.7249999999999938
11375.731,113.7570000000000045
11376.836,113.7680000000000001
11385.169,113.8509999999999985
11389.219,113.8919999999999955
11396.977,113.9689999999999935
11401.031,114.0099999999999904
11403.843,114.037999999999982
11407.053,114.0699999999999926
11414.192,114.1409999999999904
11414.492,114.144000000000005
11420.108,114.2009999999999928
11427.481,114.2740000000000005
11431.478,114.3139999999999923
11432.576,114.3249999999999882
11437.885,114.3779999999999855
11443.948,114.4389999999999923
11444.8,114.4479999999999786
11451.832,114.5180000000000001
11458.489,114.5840000000000026
11464.837,114.6479999999999957
11465.133,114.6509999999999816
11474.724,114.7469999999999853
11483.617,114.8359999999999838
11484.65,114.8460000000000033
11491.471,114.9139999999999867
11500.143,115.0010000000000043
11509.056,115.0900000000000029
11509.348,115.0929999999999888
11509.36,115.0929999999999888
11514.709,115.1469999999999908
11524.081,115.2399999999999801
11528.123,115.2810000000000055
11537.706,115.3769999999999806
11542.948,115.4290000000000015
11550.911,115.5089999999999857
11554.562,115.5449999999999868
11564.483,115.644000000000005
11566.389,115.662999999999982
11569.941,115.6989999999999833
11570.132,115.7009999999999927
11578.615,115.786000000000001
11583.796,115.8369999999999887
11591.503,115.9149999999999913
11599.931,115.9989999999999947
11607.136,116.0709999999999976
11610.868,116.1080000000000036
11617.202,116.1719999999999966
11619.431,116.193999999999988
11622.505,116.2249999999999937
11623.31,116.2330000000000036
11628.683,116.286000000000001
11629.536,116.2949999999999868
11632.282,116.3220000000000023
11634.496,116.3439999999999935
11634.583,116.3449999999999985
11635.583,116.3549999999999892
11635.832,116.3580000000000036
11638.482,116.3839999999999857
11639.925,116.3990000000000005
11640.586,116.4050000000000007
11645.724,116.4569999999999931
11646.38,116.4629999999999932
11648.607,116.4859999999999895
11657.17,116.5709999999999976
11660.865,116.6080000000000036
11662.486,116.6239999999999947
11663.037,116.629999999999995
11668.634,116.6860000000000067
11677.746,116.7769999999999863
11685.481,116.8539999999999845
11694.331,116.9429999999999831
11698.895,116.987999999999999
11707.868,117.0780000000000025
11709.402,117.0939999999999935
11712.724,117.1269999999999806
11714.72,117.1469999999999907
11721.849,117.2179999999999888
11726.179,117.2609999999999952
11730.448,117.3040000000000015
11735.73,117.3569999999999987
11738.747,117.387
11742.241,117.4219999999999966
11742.945,117.4290000000000015
11750.76,117.5070000000000045
11754.978,117.549000000000006
11762.488,117.6239999999999947
11766.371,117.662999999999982
11775.643,117.756
11777.247,117.7719999999999907
11777.537,117.7750000000000052
11781.039,117.8100000000000018
11789.996,117.8990000000000005
11790.952,117.9089999999999913
11794.878,117.9479999999999786
11803.589,118.0349999999999962
11812.373,118.12299999999999
11819.049,118.1899999999999975
11825.957,118.2589999999999857
11827.884,118.2779999999999907
11837.757,118.3769999999999806
11846.938,118.4689999999999935
11854.531,118.5449999999999868
11860.328,118.6029999999999797
11863.973,118.6389999999999812
11868.532,118.6850000000000018
11873.543,118.7349999999999847
11879.967,118.799000000000006
11883.731,118.8369999999999887
11886.271,118.8619999999999942
11889.92,118.8990000000000005
11895.431,118.9539999999999788
11898.04,118.9799999999999892
11899.359,118.9929999999999945
11904.319,119.0430000000000057
11906.324,119.0629999999999878
11913.141,119.131
11918.282,119.1819999999999875
11921.055,119.209999999999979
11922.03,119.2199999999999985
11927.274,119.2719999999999907
11935.793,119.3569999999999987
11936.967,119.3689999999999992
11940.922,119.4089999999999913
11942.52,119.4249999999999826
11944.851,119.4479999999999786
11945.319,119.4530000000000025
11951.173,119.5109999999999952
11960.88,119.6080000000000036
11968.348,119.6829999999999922
11968.387,119.6829999999999922
11974.477,119.7439999999999992
11976.263,119.762
11982.053,119.8199999999999926
11988.182,119.881
11989.883,119.8979999999999957
11990.697,119.9060000000000055
11997.561,119.9749999999999937
12006.38,120.0629999999999878
12016.148,120.161000000000001
12023.344,120.2330000000000036
12029.43,120.2939999999999823
12039.094,120.389999999999986
12042.378,120.4230000000000013
12047.454,120.4739999999999891
12055.481,120.5540000000000015
12058.485,120.5840000000000026
12066.849,120.6680000000000057
12072.344,120.7229999999999843
12076.497,120.7639999999999812
12085.805,120.8580000000000036
12089.961,120.8990000000000005
12095.169,120.9509999999999927
12104.535,121.0449999999999868
12107.207,121.0720000000000023
12114.429,121.144000000000005
12123.203,121.2319999999999987
12123.532,121.2349999999999847
12127.251,121.2719999999999907
12131.51,121.3149999999999975
12131.524,121.3149999999999975
12132.463,121.3239999999999833
12134.94,121.3489999999999891
12144.725,121.4470000000000023
12147.907,121.4789999999999845
12153.659,121.536000000000001
12162.247,121.6219999999999852
12168.684,121.6860000000000067
12173.269,121.7319999999999987
12176.914,121.769000000000005
12181.36,121.8129999999999878
12188.037,121.879999999999995
12191.398,121.912999999999982
12197.116,121.9710000000000032
12205.923,122.0589999999999972
12213.67,122.1359999999999952
12223.12,122.2309999999999941
12232.121,122.3209999999999976
12242.04,122.4199999999999868
12246.083,122.459999999999979
12249.85,122.49799999999999
12258.803,122.5879999999999932
12268.464,122.6839999999999972
12269.115,122.691000000000002
12277.034,122.7699999999999813
12283.889,122.8379999999999932
12290.646,122.9060000000000055
12292.957,122.9290000000000015
12295.406,122.9539999999999788
12300.795,123.0070000000000045
12302.96,123.028999999999996
12310.69,123.1059999999999941
12312.35,123.12299999999999
12319.816,123.1979999999999786
12329.044,123.2899999999999913
12336.258,123.3619999999999942
12339.199,123.3909999999999903
12344.028,123.4399999999999975
12348.559,123.4849999999999847
12350.499,123.5039999999999902
12355.439,123.5540000000000015
12357.495,123.5739999999999833
