6;3;10;5.87679
6;1;10;6.30392
6;5;10;3.22023
6;4;10;6.73634
6;2;10;4.66036
7;6;10;1.92429
7;4;10;8.27347
7;2;10;6.13758
7;5;10;5.06754
7;3;10;7.59003
8;3;10;3.97207
8;5;10;1.20268
8;7;10;3.99888
8;6;10;2.09376
8;2;10;3.20291
9;4;10;9.16494
9;1;10;6.00564
9;2;10;7.51845
9;8;10;4.33992
9;6;10;4.03213
10;9;10;1.3737
10;6;10;2.70907
10;2;10;6.24433
10;3;10;6.77751
10;4;10;7.9958
11;8;10;4.34095
11;7;10;4.88646
11;3;10;7.90624
11;5;10;5.31237
11;10;10;1.35083
12;4;10;15.131
12;5;10;11.3042
12;2;10;13.1223
12;3;10;14.0778
12;8;10;10.116
1;8;10;4.34402
1;11;10;6.07416
1;12;10;12.8479
1;7;10;8.22085
1;10;10;5.50128
2;11;10;7.52555
3;9;10;7.87692
4;11;10;9.18725
4;8;10;5.04421
5;10;10;4.08912
5;9;10;5.29727
